Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M10	5.000
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M09	5.149
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M08	4.301
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M07	3.802
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M12	38.337
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M11	39.795
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M10	56.960
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M09	56.273
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M08	72.616
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M07	56.354
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M12	33.594
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M11	35.003
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M10	47.480
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M09	46.948
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M08	64.079
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M07	48.053
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	4.744
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	4.792
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	9.479
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	9.325
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	8.537
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	8.302
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M12	50.343
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M11	57.361
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M10	83.377
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M09	91.171
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M08	131.272
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M07	98.948
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M12	38.885
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M11	45.390
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M10	57.168
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M09	58.725
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M08	76.550
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M07	54.521
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M12	11.458
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M11	11.971
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M10	26.209
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M09	32.446
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M08	54.722
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M07	44.427
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M12	81.997
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M11	92.496
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M10	129.134
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M09	136.277
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M08	185.846
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M07	150.033
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M12	66.564
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M11	75.140
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M10	93.588
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M09	93.341
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M08	121.789
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M07	93.649
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	15.434
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	17.357
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	35.546
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	42.936
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	64.057
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	56.384
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M12	35.601
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M11	45.143
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M10	84.050
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M09	96.717
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M08	113.980
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M07	88.018
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M12	32.779
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M11	40.075
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M10	63.344
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M09	68.951
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M08	93.670
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M07	69.805
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M12	2.822
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M11	5.068
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M10	20.706
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M09	27.767
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M08	20.310
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M07	18.213
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M12	67.469
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M11	78.555
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M10	130.259
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M09	150.295
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M08	182.767
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M07	141.129
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M12	61.408
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M11	68.521
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M10	101.351
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M09	112.472
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M08	154.572
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M07	115.245
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	6.061
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	10.034
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	28.908
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	37.823
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	28.195
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	25.885
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M12	9.405
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M11	13.442
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M10	18.879
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M09	22.980
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M08	29.386
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M07	22.821
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M12	8.112
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M11	12.180
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M10	14.004
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M09	16.072
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M08	20.973
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M07	16.797
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M12	1.293
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M11	1.263
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M10	4.875
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M09	6.908
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M08	8.413
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M07	6.024
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M12	16.752
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M11	22.960
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M10	32.557
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M09	36.954
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M08	51.391
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M07	39.222
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M12	14.852
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M11	20.962
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M10	25.769
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M09	27.256
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M08	39.642
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M07	30.679
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	1.900
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	1.998
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	6.788
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	9.698
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	11.748
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	8.543
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M12	65.389
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M11	59.675
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M10	92.399
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M09	94.966
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M08	122.396
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M07	101.107
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M12	48.700
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M11	43.816
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M10	64.436
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M09	66.176
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M08	83.128
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M07	66.198
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M12	16.688
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M11	15.859
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M10	27.964
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M09	28.791
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M08	39.268
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M07	34.909
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M12	112.535
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M11	115.104
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M10	164.099
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M09	163.729
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M08	198.822
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M07	155.289
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M12	86.966
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M11	90.254
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M10	122.216
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M09	118.858
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M08	137.595
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M07	103.666
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	25.569
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	24.850
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	41.883
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	44.871
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	61.227
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	51.624
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M12	27.498
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M11	30.876
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M10	40.951
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M09	44.584
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M08	56.202
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M07	52.081
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M12	24.301
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M11	26.786
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M10	33.298
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M09	34.357
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M08	47.996
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M07	41.710
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M12	3.197
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M11	4.090
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M10	7.653
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M09	10.228
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M08	8.205
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M07	10.371
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M12	53.451
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M11	58.345
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M10	78.957
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M09	82.769
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M08	98.938
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M07	87.451
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M12	43.151
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M11	45.535
