Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 		2022M02	310.405
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 		2022M01	127.429
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en España	2022M06	826.105
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en España	2022M05	525.630
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en España	2022M04	336.559
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en España	2022M03	177.559
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en España	2022M02	107.070
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en España	2022M01	44.476
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	8.130.054
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	5.851.595
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	2.479.457
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	639.551
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	203.335
Total Nacional	04 Balears, Illes	07 Balears, Illes	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	82.953
Total Nacional	05 Canarias		Viajero	Total 		2022M06	825.172
Total Nacional	05 Canarias		Viajero	Total 		2022M05	789.586
Total Nacional	05 Canarias		Viajero	Total 		2022M04	857.858
Total Nacional	05 Canarias		Viajero	Total 		2022M03	796.835
Total Nacional	05 Canarias		Viajero	Total 		2022M02	704.086
Total Nacional	05 Canarias		Viajero	Total 		2022M01	541.689
Total Nacional	05 Canarias		Viajero	Total 	Residentes en España	2022M06	250.684
Total Nacional	05 Canarias		Viajero	Total 	Residentes en España	2022M05	225.650
Total Nacional	05 Canarias		Viajero	Total 	Residentes en España	2022M04	199.089
Total Nacional	05 Canarias		Viajero	Total 	Residentes en España	2022M03	140.119
Total Nacional	05 Canarias		Viajero	Total 	Residentes en España	2022M02	126.794
Total Nacional	05 Canarias		Viajero	Total 	Residentes en España	2022M01	98.072
Total Nacional	05 Canarias		Viajero	Total 	Residentes en el Extranjero	2022M06	574.488
Total Nacional	05 Canarias		Viajero	Total 	Residentes en el Extranjero	2022M05	563.937
Total Nacional	05 Canarias		Viajero	Total 	Residentes en el Extranjero	2022M04	658.770
Total Nacional	05 Canarias		Viajero	Total 	Residentes en el Extranjero	2022M03	656.717
Total Nacional	05 Canarias		Viajero	Total 	Residentes en el Extranjero	2022M02	577.292
Total Nacional	05 Canarias		Viajero	Total 	Residentes en el Extranjero	2022M01	443.617
Total Nacional	05 Canarias		Pernoctaciones	Total 		2022M06	5.247.608
Total Nacional	05 Canarias		Pernoctaciones	Total 		2022M05	4.864.172
Total Nacional	05 Canarias		Pernoctaciones	Total 		2022M04	5.354.728
Total Nacional	05 Canarias		Pernoctaciones	Total 		2022M03	5.313.518
Total Nacional	05 Canarias		Pernoctaciones	Total 		2022M02	4.309.818
Total Nacional	05 Canarias		Pernoctaciones	Total 		2022M01	3.852.818
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en España	2022M06	908.654
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en España	2022M05	781.732
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en España	2022M04	717.178
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en España	2022M03	520.639
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en España	2022M02	440.448
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en España	2022M01	399.018
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	4.338.953
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	4.082.440
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	4.637.550
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	4.792.878
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	3.869.370
Total Nacional	05 Canarias		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	3.453.800
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 		2022M06	479.762
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 		2022M05	457.335
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 		2022M04	500.068
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 		2022M03	463.276
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 		2022M02	403.249
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 		2022M01	308.562
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en España	2022M06	134.181
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en España	2022M05	118.115
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en España	2022M04	101.633
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en España	2022M03	68.893
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en España	2022M02	62.589
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en España	2022M01	49.378
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en el Extranjero	2022M06	345.581
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en el Extranjero	2022M05	339.220
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en el Extranjero	2022M04	398.435
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en el Extranjero	2022M03	394.383
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en el Extranjero	2022M02	340.660
Total Nacional	05 Canarias	35 Palmas, Las	Viajero	Total 	Residentes en el Extranjero	2022M01	259.184
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 		2022M06	3.219.233
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 		2022M05	2.939.053
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 		2022M04	3.229.362
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 		2022M03	3.215.741
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 		2022M02	2.522.740
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 		2022M01	2.307.570
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en España	2022M06	493.707
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en España	2022M05	398.656
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en España	2022M04	349.969
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en España	2022M03	242.880
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en España	2022M02	203.152
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en España	2022M01	192.951
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	2.725.527
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	2.540.397
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	2.879.393
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	2.972.861
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	2.319.588
Total Nacional	05 Canarias	35 Palmas, Las	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	2.114.619
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 		2022M06	345.410
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 		2022M05	332.251
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 		2022M04	357.790
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 		2022M03	333.559
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 		2022M02	300.838
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 		2022M01	233.127
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en España	2022M06	116.503
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en España	2022M05	107.534
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en España	2022M04	97.456
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en España	2022M03	71.225
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en España	2022M02	64.206
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en España	2022M01	48.694
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en el Extranjero	2022M06	228.907
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en el Extranjero	2022M05	224.717
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en el Extranjero	2022M04	260.334
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en el Extranjero	2022M03	262.334
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en el Extranjero	2022M02	236.632
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Viajero	Total 	Residentes en el Extranjero	2022M01	184.433
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 		2022M06	2.028.374
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 		2022M05	1.925.119
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 		2022M04	2.125.366
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 		2022M03	2.097.776
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 		2022M02	1.787.078
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 		2022M01	1.545.248
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en España	2022M06	414.948
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en España	2022M05	383.076
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en España	2022M04	367.209
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en España	2022M03	277.759
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en España	2022M02	237.296
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en España	2022M01	206.067
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	1.613.427
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	1.542.043
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.758.157
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	1.820.017
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	1.549.782
Total Nacional	05 Canarias	38 Santa Cruz de Tenerife	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	1.339.181
Total Nacional	06 Cantabria		Viajero	Total 		2022M06	129.994
Total Nacional	06 Cantabria		Viajero	Total 		2022M05	117.219
Total Nacional	06 Cantabria		Viajero	Total 		2022M04	107.459
Total Nacional	06 Cantabria		Viajero	Total 		2022M03	62.412
Total Nacional	06 Cantabria		Viajero	Total 		2022M02	52.062
Total Nacional	06 Cantabria		Viajero	Total 		2022M01	35.716
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en España	2022M06	97.488
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en España	2022M05	83.590
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en España	2022M04	87.206
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en España	2022M03	51.803
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en España	2022M02	45.163
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en España	2022M01	29.916
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en el Extranjero	2022M06	32.505
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en el Extranjero	2022M05	33.629
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en el Extranjero	2022M04	20.254
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en el Extranjero	2022M03	10.609
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en el Extranjero	2022M02	6.899
Total Nacional	06 Cantabria		Viajero	Total 	Residentes en el Extranjero	2022M01	5.799
Total Nacional	06 Cantabria		Pernoctaciones	Total 		2022M06	296.183
Total Nacional	06 Cantabria		Pernoctaciones	Total 		2022M05	250.851
Total Nacional	06 Cantabria		Pernoctaciones	Total 		2022M04	228.141
Total Nacional	06 Cantabria		Pernoctaciones	Total 		2022M03	132.397
Total Nacional	06 Cantabria		Pernoctaciones	Total 		2022M02	97.536
Total Nacional	06 Cantabria		Pernoctaciones	Total 		2022M01	69.293
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en España	2022M06	210.897
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en España	2022M05	169.241
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en España	2022M04	173.621
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en España	2022M03	98.525
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en España	2022M02	77.504
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en España	2022M01	52.547
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	85.285
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	81.610
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	54.520
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	33.872
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	20.032
Total Nacional	06 Cantabria		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	16.746
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 		2022M06	129.994
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 		2022M05	117.219
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 		2022M04	107.459
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 		2022M03	62.412
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 		2022M02	52.062
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 		2022M01	35.716
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en España	2022M06	97.488
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en España	2022M05	83.590
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en España	2022M04	87.206
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en España	2022M03	51.803
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en España	2022M02	45.163
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en España	2022M01	29.916
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en el Extranjero	2022M06	32.505
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en el Extranjero	2022M05	33.629
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en el Extranjero	2022M04	20.254
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en el Extranjero	2022M03	10.609
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en el Extranjero	2022M02	6.899
Total Nacional	06 Cantabria	39 Cantabria	Viajero	Total 	Residentes en el Extranjero	2022M01	5.799
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 		2022M06	296.183
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 		2022M05	250.851
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 		2022M04	228.141
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 		2022M03	132.397
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 		2022M02	97.536
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 		2022M01	69.293
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en España	2022M06	210.897
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en España	2022M05	169.241
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en España	2022M04	173.621
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en España	2022M03	98.525
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en España	2022M02	77.504
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en España	2022M01	52.547
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	85.285
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	81.610
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	54.520
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	33.872
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	20.032
Total Nacional	06 Cantabria	39 Cantabria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	16.746
Total Nacional	07 Castilla y León		Viajero	Total 		2022M06	445.472
Total Nacional	07 Castilla y León		Viajero	Total 		2022M05	424.792
Total Nacional	07 Castilla y León		Viajero	Total 		2022M04	414.020
Total Nacional	07 Castilla y León		Viajero	Total 		2022M03	291.612
Total Nacional	07 Castilla y León		Viajero	Total 		2022M02	259.939
Total Nacional	07 Castilla y León		Viajero	Total 		2022M01	192.087
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en España	2022M06	334.507
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en España	2022M05	307.627
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en España	2022M04	332.923
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en España	2022M03	247.258
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en España	2022M02	227.968
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en España	2022M01	162.799
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en el Extranjero	2022M06	110.965
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en el Extranjero	2022M05	117.166
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en el Extranjero	2022M04	81.097
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en el Extranjero	2022M03	44.354
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en el Extranjero	2022M02	31.971
Total Nacional	07 Castilla y León		Viajero	Total 	Residentes en el Extranjero	2022M01	29.288
Total Nacional	07 Castilla y León		Pernoctaciones	Total 		2022M06	726.254
Total Nacional	07 Castilla y León		Pernoctaciones	Total 		2022M05	700.637
Total Nacional	07 Castilla y León		Pernoctaciones	Total 		2022M04	701.595
Total Nacional	07 Castilla y León		Pernoctaciones	Total 		2022M03	518.317
Total Nacional	07 Castilla y León		Pernoctaciones	Total 		2022M02	450.244
Total Nacional	07 Castilla y León		Pernoctaciones	Total 		2022M01	332.925
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en España	2022M06	557.814
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en España	2022M05	515.974
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en España	2022M04	572.780
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en España	2022M03	437.372
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en España	2022M02	392.480
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en España	2022M01	279.918
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	168.440
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	184.663
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	128.814
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	80.945
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	57.765
Total Nacional	07 Castilla y León		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	53.007
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 		2022M06	29.569
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 		2022M05	32.914
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 		2022M04	31.334
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 		2022M03	20.480
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 		2022M02	19.281
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 		2022M01	15.368
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en España	2022M06	25.157
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en España	2022M05	28.581
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en España	2022M04	27.767
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en España	2022M03	18.555
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en España	2022M02	17.457
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en España	2022M01	14.149
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M06	4.412
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M05	4.333
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M04	3.566
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M03	1.925
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M02	1.824
Total Nacional	07 Castilla y León	05 Ávila	Viajero	Total 	Residentes en el Extranjero	2022M01	1.219
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M06	48.370
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M05	51.861
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M04	52.949
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M03	34.521
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M02	31.623
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 		2022M01	24.978
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M06	38.940
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M05	42.224
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M04	45.550
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M03	29.742
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M02	27.145
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en España	2022M01	22.053
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	9.430
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	9.637
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	7.399
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	4.779
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	4.478
Total Nacional	07 Castilla y León	05 Ávila	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	2.925
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M06	75.370
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M05	77.366
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M04	75.404
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M03	53.536
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M02	45.173
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 		2022M01	33.684
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M06	47.883
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M05	48.883
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M04	54.790
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M03	41.771
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M02	36.617
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en España	2022M01	25.249
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M06	27.486
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M05	28.483
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M04	20.614
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M03	11.765
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M02	8.556
Total Nacional	07 Castilla y León	09 Burgos	Viajero	Total 	Residentes en el Extranjero	2022M01	8.436
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M06	114.764
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M05	116.327
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M04	114.905
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M03	85.767
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M02	71.858
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 		2022M01	53.045
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M06	77.257
