Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	09 Cataluña	43 Tarragona	Viajero	Total 	Residentes en el Extranjero	2022M01	10.416
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M06	1.349.951
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M05	935.164
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M04	627.265
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M03	110.791
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M02	73.375
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 		2022M01	68.813
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M06	729.361
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M05	438.182
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M04	426.278
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M03	85.513
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M02	55.098
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en España	2022M01	51.700
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	620.590
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	496.982
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	200.987
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	25.278
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	18.276
Total Nacional	09 Cataluña	43 Tarragona	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	17.113
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M06	922.525
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M05	833.402
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M04	808.646
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M03	563.532
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M02	457.434
Total Nacional	10 Comunitat Valenciana		Viajero	Total 		2022M01	299.879
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M06	580.731
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M05	480.464
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M04	503.579
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M03	339.989
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M02	301.431
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en España	2022M01	194.137
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M06	341.794
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M05	352.938
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M04	305.067
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M03	223.543
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M02	156.003
Total Nacional	10 Comunitat Valenciana		Viajero	Total 	Residentes en el Extranjero	2022M01	105.742
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M06	2.844.684
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M05	2.538.973
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M04	2.409.682
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M03	1.621.269
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M02	1.072.645
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 		2022M01	713.563
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M06	1.598.728
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M05	1.275.233
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M04	1.352.923
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M03	836.514
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M02	576.623
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en España	2022M01	375.113
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	1.245.956
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	1.263.739
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.056.760
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	784.755
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	496.022
Total Nacional	10 Comunitat Valenciana		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	338.449
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M06	449.446
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M05	406.120
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M04	389.908
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M03	259.886
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M02	211.916
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 		2022M01	125.543
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M06	253.485
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M05	209.441
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M04	221.231
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M03	135.526
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M02	133.494
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en España	2022M01	75.778
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M06	195.961
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M05	196.679
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M04	168.677
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M03	124.360
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M02	78.422
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Viajero	Total 	Residentes en el Extranjero	2022M01	49.765
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M06	1.647.843
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M05	1.496.630
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M04	1.386.061
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M03	951.438
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M02	595.410
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 		2022M01	370.273
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M06	792.203
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M05	652.351
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M04	698.398
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M03	419.223
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M02	287.162
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en España	2022M01	171.987
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	855.641
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	844.278
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	687.663
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	532.215
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	308.248
Total Nacional	10 Comunitat Valenciana	03 Alicante/Alacant	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	198.286
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M06	138.061
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M05	106.644
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M04	114.080
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M03	57.243
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M02	44.027
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 		2022M01	26.293
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M06	118.470
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M05	85.605
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M04	94.760
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M03	46.342
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M02	33.824
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en España	2022M01	20.213
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M06	19.592
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M05	21.038
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M04	19.320
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M03	10.901
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M02	10.203
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Viajero	Total 	Residentes en el Extranjero	2022M01	6.080
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M06	402.297
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M05	282.886
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M04	304.977
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M03	145.575
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M02	83.685
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 		2022M01	49.186
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M06	346.942
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M05	225.698
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M04	248.934
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M03	116.454
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M02	58.627
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en España	2022M01	35.283
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	55.355
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	57.188
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	56.043
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	29.121
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	25.057
Total Nacional	10 Comunitat Valenciana	12 Castellón/Castelló	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	13.903
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M06	335.018
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M05	320.639
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M04	304.658
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M03	246.403
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M02	201.491
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 		2022M01	148.043
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M06	208.777
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M05	185.418
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M04	187.588
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M03	158.121
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M02	134.112
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en España	2022M01	98.146
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M06	126.241
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M05	135.221
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M04	117.070
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M03	88.282
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M02	67.378
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Viajero	Total 	Residentes en el Extranjero	2022M01	49.897
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 		2022M06	794.544
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 		2022M05	759.457
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 		2022M04	718.645
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 		2022M03	524.256
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 		2022M02	393.551
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 		2022M01	294.104
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en España	2022M06	459.584
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en España	2022M05	397.184
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en España	2022M04	405.591
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en España	2022M03	300.837
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en España	2022M02	230.834
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en España	2022M01	167.843
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	334.960
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	362.273
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	313.053
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	223.419
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	162.717
Total Nacional	10 Comunitat Valenciana	46 Valencia/València	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	126.261
Total Nacional	11 Extremadura		Viajero	Total 		2022M06	125.552
Total Nacional	11 Extremadura		Viajero	Total 		2022M05	122.009
Total Nacional	11 Extremadura		Viajero	Total 		2022M04	138.518
Total Nacional	11 Extremadura		Viajero	Total 		2022M03	97.696
Total Nacional	11 Extremadura		Viajero	Total 		2022M02	87.246
Total Nacional	11 Extremadura		Viajero	Total 		2022M01	59.956
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en España	2022M06	105.588
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en España	2022M05	101.772
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en España	2022M04	118.754
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en España	2022M03	85.873
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en España	2022M02	78.020
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en España	2022M01	53.321
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en el Extranjero	2022M06	19.963
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en el Extranjero	2022M05	20.238
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en el Extranjero	2022M04	19.764
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en el Extranjero	2022M03	11.823
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en el Extranjero	2022M02	9.226
Total Nacional	11 Extremadura		Viajero	Total 	Residentes en el Extranjero	2022M01	6.635
Total Nacional	11 Extremadura		Pernoctaciones	Total 		2022M06	213.605
Total Nacional	11 Extremadura		Pernoctaciones	Total 		2022M05	225.878
Total Nacional	11 Extremadura		Pernoctaciones	Total 		2022M04	257.981
Total Nacional	11 Extremadura		Pernoctaciones	Total 		2022M03	181.134
Total Nacional	11 Extremadura		Pernoctaciones	Total 		2022M02	149.025
Total Nacional	11 Extremadura		Pernoctaciones	Total 		2022M01	104.733
